Row Name,SIL ID,Short Name,Long Description,Passage,Keywords,Projects
375,"oc00375,ob00375,oi00375,ow00375",the temple of Solomon,Herod’s Temple rises over Jerusalem with vast courts and colonnades. Pilgrims gather where Jesus taught and the apostles healed.,"2 Chronicles 03, 1 Kings 8; John 10:23; Acts 3:11; 1 Kings 3:16–28, 2 Kings 23","Herod, Jerusalem, Jesus, sketch, Solomon, Temple, temple",SIL 100
376,"oc00376,ob00376,ow00376,oi00376",the temple of Solomon,Herod’s Temple rises over Jerusalem with vast courts and colonnades. Pilgrims gather where Jesus taught and the apostles healed.,"2 Chronicles 03, 1 Kings 8; John 10:23; Acts 3:11; 1 Kings 3:16–28, 2 Kings 23","Herod, Jerusalem, Jesus, sketch, Solomon, Temple, temple",SIL 100
377,"oc00377,ow00377,ob00377,oi00377",The Ark of the Covenant,"A historically grounded depiction of “the ark of the covenant in a procession.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","1 Kings 08,  2 Chronicles 05,  Joshua 03,  Joshua 06,  Joshua 08, Numbers 10","ark, covenant, priests, procession",SIL 100
378,"oc00378,ow00378,oi00378,ob00378",First century funeral procession.,"A first century funeral procession where the men are carrying the body wrapped in strips of white cloth from head to toe out of the town, just leaving the gates.",Luke 7:11-17. Luke 7:12-15,,Akuo Luke
379,oc00379,the temple of Solomon,Herod’s Temple rises over Jerusalem with vast courts and colonnades. Pilgrims gather where Jesus taught and the apostles healed.,"2 Chronicles 03, 1 Kings 8; John 10:23; Acts 3:11; 1 Kings 3:16–28, 2 Kings 23","Herod, Jerusalem, Jesus, sketch, Solomon, Temple, temple",SIL 100
380,oc00380,the temple of Solomon,Herod’s Temple rises over Jerusalem with vast courts and colonnades. Pilgrims gather where Jesus taught and the apostles healed.,"2 Chronicles 03, 1 Kings 8; John 10:23; Acts 3:11; 1 Kings 3:16–28, 2 Kings 23","Herod, Jerusalem, Jesus, sketch, Solomon, Temple, temple",SIL 100
381,"oc00381,ob00381,ow00381,oi00381",three crosses,Three crosses stand against a darkened sky on a hill outside the city. The central cross tells of sacrifice and redemption.,"John 19,  Luke 23,  Mark 15, Isaiah 53; Psalm 22; John 19, Matthew 27","ark, cross, crosses, crucifixion; Golgotha, sacrifice",SIL 100
382,"oc00382,ow00382,oi00382,ob00382",three crosses,Three crosses stand against a darkened sky on a hill outside the city. The central cross tells of sacrifice and redemption.,"John 19,  Luke 23,  Mark 15, Isaiah 53; Psalm 22; John 19, Matthew 27","ark, cross, crosses, crucifixion; Golgotha, sacrifice",SIL 100
383,"oc00383,oi00383,ob00383,ow00383",a stone altar,"Smoke rises from a bronze altar in the tabernacle court. Atonement, holiness, and mercy meet where blood is offered.","Exodus 17,  Genesis 12,  Genesis 13,  Genesis 26,  Genesis 33,  Genesis 35, Genesis 08, Leviticus 1–7; Hebrews 9–10","altar, flat; daylight, stone",SIL 100
384,oc00384,Herodian Temple at time of Christ,"A realistic view of the Herodian Temple complex during the 1st century, showing priests, pilgrims, and daily activity in the outer courts. The scene captures worn stone, active movement, and the scale of the sacred space as it functioned in everyday Jewish life.","Acts 02,  Acts 03,  Acts 04,  Acts 05,  John 02,  Luke 02,  Luke 19,  Luke 21,  Mark 11,  Mark 13,  Matthew 24,  Matthew 26, 1 Kings 8; John 10:23; Acts 3:11, Matthew 21","temple, jerusalem, herod, courtyard, priests, pilgrims, sacrifice, stone, ancient, jewish, altar, portico, worship, firstcentury, archaeology",SIL 100
385,oc00385,a farmer with his oxen thresh the grain,A farmer tosses grain into the wind as chaff drifts away. Dust and sunlight capture the ancient rhythm of harvest and God’s refining work.,"1 Corinthians 09,  1 Timothy 05,  Isaiah 41, 2 Samuel 24, Ruth 2–3; Isaiah 28:27–28; Matthew 13","farmer, grain, yoke",SIL 100
386,"oc00386,ob00386,oi00386,ow00386",A Lamp Lighting the Path of a Night Traveler,"A lone traveler walks a rocky Judean path at night, guided only by the faint glow of a small clay oil lamp. The dim light reveals just enough ground for each step, illustrating the biblical imagery of God’s word guiding a person through darkness and uncertainty.","Psalm 18:28, Psalm 119:105","lamp, path, traveler, guidance, night, scripture, psalms, oil lamp, israelite, journey, light, darkness, faith, ancient israel",OBI
387,oc00387,Jonah Boarding a Phoenician Merchant Ship at Joppa Harbor,"Jonah arrives at the ancient port of Joppa and boards a Phoenician merchant ship bound for Tarshish. As sailors load cargo along the rocky shoreline, he steps onto the vessel, beginning his attempted escape across the Mediterranean.",Jonah 1:3,"jonah, joppa, ship, phoenician, harbor, sailing, cargo, amphorae, prophet, sea, trade, ancient, israel, sailors, bible",OBI
388,"oc00388,oi00388,ob00388,ow00388",KCS God's Glory and Honor | God's Glory and Honor,a pillar of fire coming down on top of the tabernacle that's set up in the middle of the Israelite camp https://www.ecosia.org/images?addon=opensearch&addonversion=6.0.4&q=tabernacle+and+pillar+of+fire#id=559E0440CBF1074633788AE27130E03D43998831,"Exodus 40:34–38, Leviticus 9:23–24",,Akuo KCS
389,oc00389,a lamp on a pot,"Inside a modest Judean home at dusk, a clay oil lamp is placed atop an overturned modios grain measure to raise its light. A hand lights the wick, illustrating Jesus’ teaching that a lamp is not hidden but elevated to illuminate the whole house.","Matthew 5:14–16, Mark 4:21, Luke 8:16, Luke 11:33, Psalm 119:105, Exodus 25:31–40","lamp on a stand, modios basket, biblical oil lamp, Judean home interior,  illustration, light of the world, Herodian lamp, olive oil lamp, biblical household lighting, Jewish domestic life, teaching illustration",SIL 100
390,oc00390,a lamp on a pot,"Inside a modest Judean home at dusk, a clay oil lamp is placed atop an overturned modios grain measure to raise its light. A hand lights the wick, illustrating Jesus’ teaching that a lamp is not hidden but elevated to illuminate the whole house.","Matthew 5:14–16, Mark 4:21, Luke 8:16, Luke 11:33, Psalm 119:105, Exodus 25:31–40","lamp on a stand, modios basket, biblical oil lamp, Judean home interior,  illustration, light of the world, Herodian lamp, olive oil lamp, biblical household lighting, Jewish domestic life, teaching illustration",SIL 100
391,oc00391,a lamp on a pot,"Inside a modest Judean home at dusk, a clay oil lamp is placed atop an overturned modios grain measure to raise its light. A hand lights the wick, illustrating Jesus’ teaching that a lamp is not hidden but elevated to illuminate the whole house.","Matthew 5:14–16, Mark 4:21, Luke 8:16, Luke 11:33, Psalm 119:105, Exodus 25:31–40","lamp on a stand, modios basket, biblical oil lamp, Judean home interior,  illustration, light of the world, Herodian lamp, olive oil lamp, biblical household lighting, Jewish domestic life, teaching illustration",SIL 100
392,"oc00392,ob00392,ow00392,oi00392",a lamp on a pot,"Inside a modest Judean home at dusk, a clay oil lamp is placed atop an overturned modios grain measure to raise its light. A hand lights the wick, illustrating Jesus’ teaching that a lamp is not hidden but elevated to illuminate the whole house.","Matthew 5:14–16, Mark 4:21, Luke 8:16, Luke 11:33, Psalm 119:105, Exodus 25:31–40","lamp on a stand, modios basket, biblical oil lamp, Judean home interior,  illustration, light of the world, Herodian lamp, olive oil lamp, biblical household lighting, Jewish domestic life, teaching illustration",SIL 100
393,oc00393,a lamp on a pot,"Inside a modest Judean home at dusk, a clay oil lamp is placed atop an overturned modios grain measure to raise its light. A hand lights the wick, illustrating Jesus’ teaching that a lamp is not hidden but elevated to illuminate the whole house.","Matthew 5:14–16, Mark 4:21, Luke 8:16, Luke 11:33, Psalm 119:105, Exodus 25:31–40","lamp on a stand, modios basket, biblical oil lamp, Judean home interior,  illustration, light of the world, Herodian lamp, olive oil lamp, biblical household lighting, Jewish domestic life, teaching illustration",SIL 100
394,oc00394,a lamp on a pot,"Inside a modest Judean home at dusk, a clay oil lamp is placed atop an overturned modios grain measure to raise its light. A hand lights the wick, illustrating Jesus’ teaching that a lamp is not hidden but elevated to illuminate the whole house.","Matthew 5:14–16, Mark 4:21, Luke 8:16, Luke 11:33, Psalm 119:105, Exodus 25:31–40","lamp on a stand, modios basket, biblical oil lamp, Judean home interior,  illustration, light of the world, Herodian lamp, olive oil lamp, biblical household lighting, Jewish domestic life, teaching illustration",SIL 100
395,oc00395,a lamp on a pot,"Inside a modest Judean home at dusk, a clay oil lamp is placed atop an overturned modios grain measure to raise its light. A hand lights the wick, illustrating Jesus’ teaching that a lamp is not hidden but elevated to illuminate the whole house.","Matthew 5:14–16, Mark 4:21, Luke 8:16, Luke 11:33, Psalm 119:105, Exodus 25:31–40","lamp on a stand, modios basket, biblical oil lamp, Judean home interior,  illustration, light of the world, Herodian lamp, olive oil lamp, biblical household lighting, Jewish domestic life, teaching illustration",SIL 100
396,"oc00396,ow00396,ob00396,oi00396",KCS Samuel and Saul | Samuel and Saul,"Samuel (around 50, a prophet, middle eastern) anointing (~30 years old, strong-looking, middle eastern) Saul as king",1 Samuel 10:1,,Akuo KCS
397,"oc00397,ow00397,oi00397,ob00397",Naomi celebrates Ruth's new baby.,"Ruth 4:1-22 Naomi holding a baby. They're in a town (small/medium-sized, ancient). Ruth and Boaz are off to the side. Members of her community are all around her and are happy for her.

 

CONSISTENT Character

* RUTH
* BOAZ
* NAOMI

 

08-Ruth_5_5131_6068_graphic-512.jpg



image.png image.png",Ruth 4:1-22,,Akuo Ruth
398,oc00398,KCS | Widows Remarrying,A woman wearing a mourning outfit with her head bowed marrying a man while there's a grave in the background,"1 Corinthians 7:39, Romans 7:2–3","widow, remarriage, faith, covenant, compassion, restoration, mourning, new beginning, love, devotion, comfort, biblical marriage, humility, prayer, first-century Judea",Akuo KCS
399,oc00399,a man blows the trumpet,"A historically grounded depiction of “a man blows the trumpet.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Joshua 06, Numbers 10","blows, mourn; musical instrument, trumpet",SIL 100
400,"oc00400,oi00400,ob00400,ow00400",a plain altar and a sheep sacrifice,"Smoke rises from a bronze altar in the tabernacle court. Atonement, holiness, and mercy meet where blood is offered.","Exodus 17,  Genesis 12,  Genesis 13,  Genesis 26,  Genesis 33,  Genesis 35, Genesis 08, Leviticus 1–7; Hebrews 9–10","altar, sacrifice, stone; offering",SIL 100
401,"oc00401,ow00401,ob00401,oi00401",Abraham prepares to sacrifice Isaac.,"Smoke rises from a bronze altar in the tabernacle court. Atonement, holiness, and mercy meet where blood is offered.","Hebrews 11,  James 02, Genesis 22, Leviticus 1–7; Hebrews 9–10; Genesis 22; Hebrews 11:17–19","Abraham, altar, altar; stone; father; son, Isaac, sacrifice",SIL 100
402,oc00402,Abraham prepares to sacrifice Isaac.,"Smoke rises from a bronze altar in the tabernacle court. Atonement, holiness, and mercy meet where blood is offered.","Hebrews 11,  James 02, Genesis 22, Leviticus 1–7; Hebrews 9–10; Genesis 22; Hebrews 11:17–19","Abraham, altar, altar; stone; father; son, Isaac, sacrifice",SIL 100
403,oc00403,KCS | Passover and Feast of Unleavened Bread,A man holding a hyssop branch painting the doorposts of a home with the blood of a lamb,"Exodus 12:1–14, Exodus 12:23, Hebrews 11:28","Passover, Exodus, deliverance, faith, obedience, covenant, redemption, sacrifice, lamb’s blood, hyssop branch, Egypt, angel of death, salvation, protection, light and darkness",Akuo KCS
404,oc00404,Herodian Temple at time of Christ,"A realistic view of the Herodian Temple complex during the 1st century, showing priests, pilgrims, and daily activity in the outer courts. The scene captures worn stone, active movement, and the scale of the sacred space as it functioned in everyday Jewish life.","Acts 02,  Acts 03,  Acts 04,  Acts 05,  John 02,  Luke 02,  Luke 19,  Luke 21,  Mark 11,  Mark 13,  Matthew 24,  Matthew 26, 1 Kings 8; John 10:23; Acts 3:11, Matthew 21","temple, jerusalem, herod, courtyard, priests, pilgrims, sacrifice, stone, ancient, jewish, altar, portico, worship, firstcentury, archaeology",SIL 100
405,"oc00405,ob00405,oi00405,ow00405",high priest's turban and a breast piece,"This image depicts the High Priest’s breastplate (ḥōšen mišpāṭ) described in Exodus 28. Twelve engraved stones represent the tribes of Israel, borne symbolically before YHWH.","Exodus 28,  Exodus 39,  Leviticus 08, Exodus 28, Exodus 28; Leviticus 16; Hebrews 9","high, holy, Holy One, mitre, stone, High Priest, Breastplate of Judgment, Ancient Gemstones, Tabernacle, Priestly Garments, Ancient Israel, Gold Bezel Settings, Hebrew Inscriptions, ",SIL 100
406,oc00406,high priest's turban and a breast piece,"This image depicts the High Priest’s breastplate (ḥōšen mišpāṭ) described in Exodus 28. Twelve engraved stones represent the tribes of Israel, borne symbolically before YHWH.","Exodus 28,  Exodus 39,  Leviticus 08, Exodus 28, Exodus 28; Leviticus 16; Hebrews 9","high, holy, Holy One, mitre, stone, High Priest, Breastplate of Judgment, Ancient Gemstones, Tabernacle, Priestly Garments, Ancient Israel, Gold Bezel Settings, Hebrew Inscriptions, ",SIL 100
407,oc00407,high priest's turban and a breast piece,"This image depicts the High Priest’s breastplate (ḥōšen mišpāṭ) described in Exodus 28. Twelve engraved stones represent the tribes of Israel, borne symbolically before YHWH.","Exodus 28,  Exodus 39,  Leviticus 08, Exodus 28, Exodus 28; Leviticus 16; Hebrews 9","high, holy, Holy One, mitre, stone, High Priest, Breastplate of Judgment, Ancient Gemstones, Tabernacle, Priestly Garments, Ancient Israel, Gold Bezel Settings, Hebrew Inscriptions, ",SIL 100
408,oc00408,Jesus heals a blind man.,"A historically grounded depiction of “Jesus heals a blind man..” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Luke 18,  Mark 08,  Mark 10, John 09","blind, heals, jesus, Jesus, Sabbath; miracle; sight",SIL 100
409,"oc00409,oi00409,ob00409,ow00409",Jesus' trial before priests,"A historically grounded depiction of “Jesus' trial before priests.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","John 18,  Luke 23,  Mark 14, Matthew 27","accuse; false; Sanhedrin; elders; scribes, before, Jesus, jesus', priests, trial",SIL 100
410,"oc00410,ob00410,oi00410,ow00410",Jesus' trial before priests,"A historically grounded depiction of “Jesus' trial before priests.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","John 18,  Luke 23,  Mark 14, Matthew 27","accuse; false; Sanhedrin; elders; scribes, before, Jesus, jesus', priests, trial",SIL 100
411,oc00411,M4S8 Jesus Tells His Apprentices What to Worry About,5 sparrows in a wooden cage.,Luke 12:1-12,,Akuo Luke
412,oc00412,M4S8 Jesus Tells His Apprentices What to Worry About,5 sparrows in a wooden cage.,Luke 12:1-12,,Akuo Luke
413,oc00413,M4S18-V3 (S19.2) On Money: Slaves to Money.,Luke 16:1-31 A bag of Roman coins on a table,Luke 16:1-31,,Akuo Luke
414,oc00414,M4S18-V3 (S19.2) On Money: Slaves to Money.,Luke 16:1-31 A bag of Roman coins on a table,Luke 16:1-31,,Akuo Luke
415,oc00415,M4S18-V3 (S19.2) On Money: Slaves to Money.,Luke 16:1-31 A bag of Roman coins on a table,Luke 16:1-31,,Akuo Luke
416,oc00416,M4S18-V3 (S19.2) On Money: Slaves to Money.,Luke 16:1-31 A bag of Roman coins on a table,Luke 16:1-31,,Akuo Luke
417,"oc00417,ow00417,ob00417,oi00417",M5S2 The Authorities Challenge Jesus,"A close up of someone holding a roman coin in their hand with an image of Caeser on it


```A highly detailed and realistic depiction of a Roman denarius coin, featuring the portrait of Emperor Tiberius. The coin should showcase Tiberius facing right, with a laurel wreath on his head. Include the inscription ""TI CAESAR DIVI AUG F AUGUSTUS"" around the edge. The background should be softly blurred to highlight the coin, with realistic textures that evoke ancient metalwork. Emphasize the coin's age and authenticity.```



",Luke 20:9-40,,Akuo Luke
418,"oc00418,oi00418,ow00418,ob00418",Noah’s Ark (Antediluvian “tebah” barge),"Massive rectangular survival barge; no keel, no sail, built purely for flotation. Proportions: 300×50×30 cubits. 3 decks, one side door, long roof opening. Pitch-sealed timber.",Genesis 6:14-16,"Noah’s Ark, Genesis flood boat, biblical ark design, ancient barge, timber ark, pitch-sealed ark, Old Testament boats, Genesis flood vessel, Noah ship illustration, Bible boat images, Ark construction.",SIL 100
419,"oc00419,ow00419,ob00419,oi00419",Noah’s Ark (Antediluvian “tebah” barge),"Massive rectangular survival barge; no keel, no sail, built purely for flotation. Proportions: 300×50×30 cubits. 3 decks, one side door, long roof opening. Pitch-sealed timber.",Genesis 6:14-16,"Noah’s Ark, Genesis flood boat, biblical ark design, ancient barge, timber ark, pitch-sealed ark, Old Testament boats, Genesis flood vessel, Noah ship illustration, Bible boat images, Ark construction.",SIL 100
420,oc00420,"Proposed Synagogue Interior at Capernaum (1st Century AD, Hypothetical Reconstruction)","A formal synagogue interior at Capernaum reflects the developed architectural style of later Galilean Judaism, with columns, symmetry, and a central reading space. While visually grounded in excavated remains, this scene represents a later phase and may not reflect the simpler synagogue of the time of Jesus.","Mark 1:21, Luke 4:31–32, John 6:59","synagogue, Capernaum, Galilee, columns, basilica, Torah, scroll, Jewish, ancient, interior, limestone, Roman influence, assembly hall, teaching",SIL 100
421,"oc00421,ob00421,oi00421,ow00421",Noah’s Ark (Antediluvian “tebah” barge),"Massive rectangular survival barge; no keel, no sail, built purely for flotation. Proportions: 300×50×30 cubits. 3 decks, one side door, long roof opening. Pitch-sealed timber.",Genesis 6:14-16,"Noah’s Ark, Genesis flood boat, biblical ark design, ancient barge, timber ark, pitch-sealed ark, Old Testament boats, Genesis flood vessel, Noah ship illustration, Bible boat images, Ark construction.",SIL 100
422,"oc00422,ob00422,ow00422,oi00422",Noah’s Ark (Antediluvian “tebah” barge),"Massive rectangular survival barge; no keel, no sail, built purely for flotation. Proportions: 300×50×30 cubits. 3 decks, one side door, long roof opening. Pitch-sealed timber.",Genesis 6:14-16,"Noah’s Ark, Genesis flood boat, biblical ark design, ancient barge, timber ark, pitch-sealed ark, Old Testament boats, Genesis flood vessel, Noah ship illustration, Bible boat images, Ark construction.",SIL 100
423,oc00423,KCS | Judges and Tribal Leaders: Shoftim,Deborah sitting under a palm tree while people line up to talk to her and ask her to solve their disagreements; she should have a staff nearby in her hand or something.,Judges 4-5,"Deborah, prophetess, judge of Israel, palm tree of Deborah, wisdom, counsel, leadership, faith, Barak, Mount Tabor, Israelite elders, justice, courage, deliverance, obedience to God, ancient Israel, hill country of Ephraim, desert landscape, biblical woman, prophecy",Akuo KCS
424,oc00424,triumphal entry,"A historically grounded depiction of “triumphal entry.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","John 12,  Mark 11,  Matthew 21, Luke 19","entry, palms; gate; donkey; hosanna; Jesus, triumphal",SIL 100
425,oc00425,"Proposed Synagogue Interior at Capernaum (1st Century AD, Hypothetical Reconstruction)","A formal synagogue interior at Capernaum reflects the developed architectural style of later Galilean Judaism, with columns, symmetry, and a central reading space. While visually grounded in excavated remains, this scene represents a later phase and may not reflect the simpler synagogue of the time of Jesus.","Mark 1:21, Luke 4:31–32, John 6:59","synagogue, Capernaum, Galilee, columns, basilica, Torah, scroll, Jewish, ancient, interior, limestone, Roman influence, assembly hall, teaching",SIL 100
426,"oc00426,ow00426,oi00426,ob00426",A Lamp Lighting the Path of a Night Traveler,"A lone traveler walks a rocky Judean path at night, guided only by the faint glow of a small clay oil lamp. The dim light reveals just enough ground for each step, illustrating the biblical imagery of God’s word guiding a person through darkness and uncertainty.","Psalm 18:28, Psalm 119:105","lamp, path, traveler, guidance, night, scripture, psalms, oil lamp, israelite, journey, light, darkness, faith, ancient israel",OBI
427,oc00427,M1S01 Luke Writing,"Luke Writing the book down.  A bearded man in ancient attire sits in a dimly lit stone room, writing carefully on a parchment scroll. His expression is thoughtful and focused as light filters through the room, illuminating his work. The setting evokes the early Christian era, where Luke the physician and companion of Paul wrote the Gospel of Luke and the Book of Acts, recording the life of Jesus and the early church.","Luke 1:1-4, Acts 1:1-2, Colossians 4:14, 2 Timothy 4:11","Luke the Evangelist, Gospel writer, Acts of the Apostles, ancient scribe, early church, parchment scroll, biblical manuscript, candlelight, ancient writing, New Testament, disciple of Paul, historian, first-century Judea, gospel account, inspiration, scripture writing, Holy Spirit guidance, faith record, ancient room, biblical author",Akuo Luke
428,oc00428,Herod in Roman governor glory.,A picture of Herod in his Roman governor glory looking contemplative.,"Luke 9:7-9, Luke 9:7",,Akuo Luke
429,"oc00429,ow00429,ob00429,oi00429",Ruth and Naomi in a grain field.,"Ruth (middle eastern-looking young woman) hugging/supporting Naomi (50-60 year-old middle-eastern-looking woman) as they both face the audience with smiles. The backdrop would be the middle of a grain field.

 

CONSISTENT Character

* Ruth
* Naomi",Ruth 1:22-2:22,,Akuo Ruth
430,"oc00430,ow00430,ob00430,oi00430",Ruth M1S1 | Joy Loses Everything,,Ruth 1:1-21,,Akuo Ruth
431,"oc00431,ow00431,ob00431,oi00431",Ruth M1S2 | Ruth meets Boaz,"Ruth 1:22-2:22 [current image is great] --Make look less white https://drive.google.com/drive/u/4/folders/1ZnSGLXbhRQWqbxx21yGaTefOM_QnW-G2?ths=true
Character
RUTH
BOAZ",Ruth 1:22-2:22,,Akuo Ruth
432,"oc00432,ow00432,ob00432,oi00432",Ruth M1S3 | Ruth Proposes,"Ruth 2:23-3:18 Ruth and Boaz sitting next to each other outside at night looking like they're having a conversation (grain pile in the background)

 

Character

* RUTH
* BOAZ

 

08-Ruth_4_5131_6036_graphic-512.webp

image.png



image.pngRuth_M1S1image.png image.png",Ruth 2:23-3:18,,Akuo Ruth
433,"ow00433,oc00433,ob00433,oi00433",Moses’ Basket/“Ark” — Papyrus river skiff (mini-tebah),"A historically grounded depiction of “a ship at sea.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.",Exodus 2:3–6.,"Moses basket, infant ark, papyrus boat, Exodus boat, baby Moses Nile, Hebrew basket boat, biblical cradle vessel, Old Testament imagery.",SIL 100
434,"oc00434,ow00434,ob00434,oi00434",the last supper,"Jesus reclines at a low table with His disciples, bread and cups set on woven mats. In lamplight He speaks of a new covenant sealed in His body and blood.","1 Corinthians 11,  John 13,  Luke 22,  Mark 14, Exodus 12; Luke 22:7–20; 1 Corinthians 11:23–26, Matthew 26","bread, covenant, disciples, disciples; Jesus; eating, Jesus, lamp",SIL 100
435,oc00435,Jesus teaches the crowds,"Jesus preaching to a massive crowd of both jews and gentiles on a wide,level area.","Luke 6:17-49, Luke 6:19",,Akuo Luke
436,,,,,,
437,,,,,,
438,,,,,,
439,,,,,,
440,,,,,,
441,,,,,,
442,,,,,,
443,,,,,,
444,,,,,,
445,,,,,,
446,,,,,,
447,,,,,,
448,,,,,,
449,,,,,,
450,,,,,,
451,,,,,,
452,,,,,,
453,,,,,,
454,,,,,,
455,,,,,,
456,,,,,,
457,,,,,,
458,,,,,,
459,,,,,,
460,,,,,,
461,,,,,,
462,,,,,,
463,,,,,,
464,,,,,,
465,,,,,,
466,,,,,,
467,,,,,,
468,,,,,,
469,,,,,,
470,,,,,,
471,,,,,,
472,,,,,,
473,,,,,,
474,,,,,,
475,,,,,,
476,,,,,,
477,,,,,,
478,,,,,,
479,,,,,,
480,,,,,,
481,,,,,,
482,,,,,,
483,,,,,,
484,,,,,,
485,,,,,,
486,,,,,,
487,,,,,,
488,,,,,,
489,,,,,,
490,,,,,,
491,,,,,,
492,,,,,,
493,,,,,,
494,,,,,,
495,,,,,,
496,,,,,,
497,,,,,,
498,,,,,,
499,,,,,,
500,,,,,,
501,,,,,,
502,,,,,,
503,,,,,,
504,,,,,,
505,,,,,,
506,,,,,,
507,,,,,,
508,,,,,,
509,,,,,,
510,,,,,,
511,,,,,,
512,,,,,,
513,,,,,,
514,,,,,,
515,,,,,,
516,,,,,,
517,,,,,,
518,,,,,,
519,,,,,,
520,,,,,,
521,,,,,,
522,,,,,,
523,,,,,,
524,,,,,,
525,,,,,,
526,,,,,,
527,,,,,,
528,,,,,,
529,,,,,,
530,,,,,,
531,,,,,,
532,,,,,,
533,,,,,,
534,,,,,,
535,,,,,,
536,,,,,,
537,,,,,,
538,,,,,,
539,,,,,,
540,,,,,,
541,,,,,,
542,,,,,,
543,,,,,,
544,,,,,,
545,,,,,,
546,,,,,,
547,,,,,,
548,,,,,,
549,,,,,,
550,,,,,,
551,,,,,,
552,,,,,,
553,,,,,,
554,,,,,,
555,,,,,,
556,,,,,,
557,,,,,,
558,,,,,,
559,,,,,,
560,,,,,,
561,,,,,,
562,,,,,,
563,,,,,,
564,,,,,,
565,,,,,,
566,,,,,,
567,,,,,,
568,,,,,,
569,,,,,,
570,,,,,,
571,,,,,,
572,,,,,,
573,,,,,,
574,,,,,,
575,,,,,,
576,,,,,,
577,,,,,,
578,,,,,,
579,,,,,,
580,,,,,,
581,,,,,,
582,,,,,,
583,,,,,,
584,,,,,,
585,,,,,,
586,,,,,,
587,,,,,,
588,,,,,,
589,,,,,,
590,,,,,,
591,,,,,,
592,,,,,,
593,,,,,,
594,,,,,,
595,,,,,,
596,,,,,,
597,,,,,,
598,,,,,,
599,,,,,,
600,,,,,,
601,,,,,,
602,,,,,,
603,,,,,,
604,,,,,,
605,,,,,,
606,,,,,,
607,,,,,,
608,,,,,,
609,,,,,,
610,,,,,,
611,,,,,,
612,,,,,,
613,,,,,,
614,,,,,,
615,,,,,,
616,,,,,,
617,,,,,,
618,,,,,,
619,,,,,,
620,,,,,,
621,,,,,,
622,,,,,,
623,,,,,,
624,,,,,,
625,,,,,,
626,,,,,,
627,,,,,,
628,,,,,,
629,,,,,,
630,,,,,,
631,,,,,,
632,,,,,,
633,,,,,,
634,,,,,,
635,,,,,,
636,,,,,,
637,,,,,,
638,,,,,,
639,,,,,,
640,,,,,,
641,,,,,,
642,,,,,,
643,,,,,,
644,,,,,,
645,,,,,,
646,,,,,,
647,,,,,,
648,,,,,,
649,,,,,,
650,,,,,,
651,,,,,,
652,,,,,,
653,,,,,,
654,,,,,,
655,,,,,,
656,,,,,,
657,,,,,,
658,,,,,,
659,,,,,,
660,,,,,,
661,,,,,,
662,,,,,,
663,,,,,,
664,,,,,,
665,,,,,,
666,,,,,,
667,,,,,,
668,,,,,,
669,,,,,,
670,,,,,,
671,,,,,,
672,,,,,,
673,,,,,,
674,,,,,,
675,,,,,,
676,,,,,,
677,,,,,,
678,,,,,,
679,,,,,,
680,,,,,,
681,,,,,,
682,,,,,,
683,,,,,,
684,,,,,,
685,,,,,,
686,,,,,,
687,,,,,,
688,,,,,,
689,,,,,,
690,,,,,,
691,,,,,,
692,,,,,,
693,,,,,,
694,,,,,,
695,,,,,,
696,,,,,,
697,,,,,,
698,,,,,,
699,,,,,,
700,,,,,,
701,,,,,,
702,,,,,,
703,,,,,,
704,,,,,,
705,,,,,,
706,,,,,,
707,,,,,,
708,,,,,,
709,,,,,,
710,,,,,,
711,,,,,,
712,,,,,,
713,,,,,,
714,,,,,,
715,,,,,,
716,,,,,,
717,,,,,,
718,,,,,,
719,,,,,,
720,,,,,,
721,,,,,,
722,,,,,,
723,,,,,,
724,,,,,,
725,,,,,,
726,,,,,,
727,,,,,,
728,,,,,,
729,,,,,,
730,,,,,,
731,,,,,,
732,,,,,,
733,,,,,,
734,,,,,,
735,,,,,,
736,,,,,,
737,,,,,,
738,,,,,,
739,,,,,,
740,,,,,,
741,,,,,,
742,,,,,,
743,,,,,,
744,,,,,,
745,,,,,,
746,,,,,,
747,,,,,,
748,,,,,,
749,,,,,,
750,,,,,,
751,,,,,,
752,,,,,,
753,,,,,,
754,,,,,,
755,,,,,,
756,,,,,,
757,,,,,,
758,,,,,,
759,,,,,,
760,,,,,,
761,,,,,,
762,,,,,,
763,,,,,,
764,,,,,,
765,,,,,,
766,,,,,,
767,,,,,,
768,,,,,,
769,,,,,,
770,,,,,,
771,,,,,,
772,,,,,,
773,,,,,,
774,,,,,,
775,,,,,,
776,,,,,,
777,,,,,,
778,,,,,,
779,,,,,,
780,,,,,,
781,,,,,,
782,,,,,,
783,,,,,,
784,,,,,,
785,,,,,,
786,,,,,,
787,,,,,,
788,,,,,,
789,,,,,,
790,,,,,,
791,,,,,,
792,,,,,,
793,,,,,,
794,,,,,,
795,,,,,,
796,,,,,,
797,,,,,,
798,,,,,,
799,,,,,,
800,,,,,,
801,,,,,,
